Date,Sharpe_252d,Return_252d
2025-06-30,1.7103376304317746,0.31270273793760595
2025-07-01,1.629741136272408,0.2961205231076067
2025-07-02,1.5975610553480124,0.28878698706769224
2025-07-03,1.5900853108675892,0.28719959905905434
2025-07-04,1.5817825756122073,0.2853630366117943
2025-07-07,1.5675591847909258,0.282239939199612
2025-07-08,1.5676344170374212,0.28225571669246174
2025-07-09,1.6375505931902055,0.2975450403995312
2025-07-10,1.5378200462395033,0.27531141755944
2025-07-11,1.5646843492537241,0.2811683755385743
2025-07-14,1.5304611966344168,0.27381125835957976
2025-07-15,1.4460577674457786,0.25578213285460105
2025-07-16,1.428698094282316,0.25221437901662047
2025-07-17,1.4607900499091084,0.2597198539941339
2025-07-18,1.5246247357643967,0.2735751441876706
2025-07-21,1.5087611755641441,0.2701315741029242
2025-07-22,1.5374242948290666,0.27619284972356906
2025-07-23,1.5007490049155863,0.2684622906797236
2025-07-24,1.5436237165375055,0.2778167555885753
2025-07-25,1.582185976258575,0.2862286461907886
2025-07-28,1.5208390943146315,0.2738299375780371
2025-07-29,1.6862790228669415,0.308115894797377
2025-07-30,1.6761731177171832,0.3059106353551735
2025-07-31,1.7298886466021637,0.3181676867434624
2025-08-01,1.6292044667461407,0.2989735935409614
2025-08-04,1.649775054980501,0.3040345066094363
2025-08-05,1.6888465122754488,0.31232125268608324
2025-08-06,1.682873013822646,0.31098935672684025
2025-08-07,1.7201721877468634,0.3198797838734049
2025-08-08,1.7971479272301492,0.3368905680720691
2025-08-11,1.7351598317183434,0.32286562723936085
2025-08-12,1.9003180831891395,0.35823594126356184
2025-08-13,1.8869126107615093,0.3551589988399735
2025-08-14,1.900927507373553,0.35856841688119934
2025-08-15,1.9787284942831602,0.37609133839845654
2025-08-18,1.9029710709115606,0.35803342104043656
2025-08-19,1.8560100588629673,0.3463952966690167
2025-08-20,1.8188512739708618,0.33825222974750724
2025-08-21,1.9210406145036911,0.3593690726026335
2025-08-22,1.8996235818615326,0.3543290133567967
2025-08-25,1.801841650095108,0.33450246165532826
2025-08-26,1.8473688370540484,0.3425605465480157
2025-08-27,1.8224429289036255,0.33703848054105356
2025-08-28,1.7971179781180082,0.3312600044970473
2025-08-29,1.7389367166154295,0.3181939022809528
2025-09-01,1.6174916968561437,0.2927562622488735
2025-09-02,1.6079959666710981,0.29059944603591115
2025-09-03,1.4819070823507867,0.2641951969636107
2025-09-04,1.475658554440882,0.2628534387107946
2025-09-05,1.5271970030700077,0.27442488084248073
2025-09-08,1.5326358091947596,0.27558589163400393
2025-09-09,1.5732807320168956,0.2846934399051666
2025-09-10,1.6470019751955205,0.2997603337987196
2025-09-11,1.6478574070325722,0.2999521331998878
2025-09-12,1.6378268598503096,0.2977649428411009
2025-09-15,1.8012727245288718,0.33829032515298807
2025-09-16,1.8672722158781956,0.35266181410298914
2025-09-17,1.9000897417424771,0.36097985208775585
2025-09-18,1.9341302306987023,0.3690711229066108
2025-09-19,1.8687206492216435,0.3545446494593161
2025-09-22,1.7799567533469869,0.33545285191277774
2025-09-23,1.9774144808284897,0.38838474025657543
2025-09-24,1.9740796690190494,0.3875757138251934
2025-09-25,1.9033753893549739,0.3708837559368938
2025-09-26,1.8735780154032342,0.363954220137487
2025-09-29,2.036321903326789,0.4055990780690495
2025-09-30,2.1741573755223698,0.44628414811213357
2025-10-01,2.178728901952947,0.4474212315689301
2025-10-02,2.3289233538590746,0.4892694298959628
2025-10-03,2.3444074017969636,0.49333481616059993
2025-10-06,2.3765485983678714,0.500045940956559
2025-10-07,2.317136294508449,0.483520357242615
2025-10-08,2.4892230223393725,0.5303498498528121
2025-10-09,2.706631264673507,0.575232512434025
2025-10-10,2.6321962874792133,0.557946200712323
2025-10-13,2.518418656909795,0.5253815669774278
2025-10-14,2.532082127032759,0.5290189127473253
2025-10-15,2.417983013618791,0.49872765965627197
2025-10-16,2.5980607104557625,0.5461730928492146
2025-10-17,2.3913576316162506,0.497464126345871
2025-10-20,2.5715565345834794,0.5514363457484761
2025-10-21,2.7114518171585096,0.5864489490531899
2025-10-22,2.694531721698975,0.5819524280428829
2025-10-23,2.7514731012467,0.5992884664998863
2025-10-24,2.6666093061783056,0.5768949311269933
2025-10-27,2.668071685348337,0.5772714232399898
2025-10-28,2.681635881009842,0.5810092846339237
2025-10-29,2.5824510770870757,0.5541928882697778
2025-10-30,2.589619396688055,0.5560705886457513
2025-10-31,2.5821839165971685,0.5539575239605914
2025-11-03,2.6129522076515426,0.5625956538982897
2025-11-04,2.5551067455530214,0.5467146262215687
2025-11-05,2.553648752866244,0.5463219002614137
2025-11-06,2.325161485219108,0.4920496252370914
2025-11-07,2.2729803511943283,0.4784979386102668
2025-11-10,2.3225473840888156,0.49223021714460047
2025-11-11,2.378974293446119,0.5070915499728457
2025-11-12,2.4729884150727943,0.5340221542713139
2025-11-13,2.421679073273299,0.5201593317298654
2025-11-14,2.3835348192918127,0.5105905841518179
2025-11-17,2.3880905983388754,0.511812566601435
2025-11-18,2.3724717951690844,0.5081978214572853
2025-11-19,2.3393370377655023,0.49970190925832547
2025-11-20,2.3829530185725725,0.5114343650873543
2025-11-21,2.4470433485644465,0.5259087373984523
2025-11-24,2.489904946081984,0.5365199093684905
2025-11-25,2.561870014956202,0.556082314837872
2025-11-26,2.7027084762880933,0.5942949268609214
2025-11-27,2.684113162545217,0.5890699469873069
2025-11-28,2.7367876152805493,0.6029153896220665
2025-12-01,2.7289476953344187,0.6008280371775248
2025-12-02,2.7636053761134654,0.6112776158091697
2025-12-03,2.810325328466421,0.6231390708649491
2025-12-04,2.7996072485513297,0.6194663679976751
2025-12-05,2.710879299870066,0.5959733204099271
2025-12-08,2.80599176390215,0.6243161656261949
2025-12-09,2.82611620042176,0.629946470554122
2025-12-10,2.745828991818353,0.606026791097245
2025-12-11,2.744172230639337,0.605518125783798
2025-12-12,2.8371720895965535,0.6286448720554199
2025-12-15,3.0573507924930623,0.6853282400368805
2025-12-16,3.0658056804718243,0.6877045963478248
2025-12-17,3.112166126999857,0.703311229128035
2025-12-18,3.1679701691073037,0.7217420525051121
2025-12-19,3.154592769172051,0.7174025691288695
2025-12-22,3.175005313066685,0.722814360634598
2025-12-23,3.281952604033072,0.7517407148323882
2025-12-24,3.320773458686937,0.7622257062745166
2025-12-29,3.36222991926827,0.7742773526371933
2025-12-30,3.5992744484205152,0.8381796952802711
2025-12-31,3.437050241616351,0.7736380121452835
2026-01-02,3.4822485283721094,0.7912545585869175
2026-01-05,3.517125231480035,0.8018036556037198
2026-01-06,3.616015414744605,0.8282813764043198
2026-01-07,3.695039922807273,0.854138787734716
2026-01-08,3.739969438315711,0.8676598705269871
2026-01-09,3.644556848257027,0.8376297068952536
2026-01-12,3.5980977905539557,0.8215156461715163
2026-01-13,3.4092034764813226,0.7496015627003847
